id,name,role,industry,experience,funding_needed,funding_available,email,phone,linkedin
237,Keith Everett,mentor,Tech,19,0,0,tiffany76@hotmail.com,(297)700-2917,https://bush.net/
238,Grace Hernandez,investor,AI,16,0,499266,amelendez@yahoo.com,(402)936-7294x3129,https://www.williams.net/
239,John Thomas,entrepreneur,Blockchain,9,6842,0,aaronmorales@cervantes-escobar.com,001-967-431-8085x15944,https://scott.com/
240,Richard Fry,newbie,AI,0,0,0,douglasbeasley@hotmail.com,463-326-0377,http://thomas-williams.biz/
241,Stephen Wang,entrepreneur,E-commerce,2,65473,0,mia15@steele-andrews.biz,325-231-7605x351,http://www.pace.com/
242,Alexander Mclaughlin MD,entrepreneur,Blockchain,18,81121,0,kim33@hotmail.com,332.295.4744x08925,https://fuentes.org/
243,Amber Wilson,investor,Finance,0,0,220176,weissannette@hotmail.com,+1-065-266-3056x070,https://www.norton-martin.net/
244,Katie Mitchell,mentor,Tech,10,0,0,michelle58@jacobs.com,001-859-891-3253,http://www.harmon-richards.org/
245,Christian Boyd,newbie,Education,0,0,0,jonespenny@spencer.org,001-498-613-7418x486,https://edwards.net/
246,Jamie Hayden,newbie,E-commerce,0,0,0,amartinez@yahoo.com,001-321-888-6015x40702,https://www.harris.com/
247,Jennifer Hernandez,investor,Healthcare,30,0,404229,eugenephillips@boyer.info,(197)859-9167x46158,https://www.simpson.com/
248,Ashley Anderson,investor,Education,13,0,165732,devinsmith@hotmail.com,520.991.3751x310,http://www.mitchell-hebert.com/
249,Thomas Boyd MD,newbie,Healthcare,0,0,0,eric50@gmail.com,007.321.1460x7842,http://torres.net/
250,Jesse Nunez,entrepreneur,Education,22,81580,0,stephen16@hotmail.com,(413)378-8068,http://allen-nelson.biz/
251,Michael Beltran,entrepreneur,Education,0,86614,0,connie35@yahoo.com,268.786.8546,http://www.phillips.com/
252,Cody Tucker,newbie,E-commerce,0,0,0,vlewis@harrison.com,530.271.8782x51003,https://www.hunt.org/
253,Tiffany Gonzalez,entrepreneur,Tech,7,54713,0,ryan10@hotmail.com,077-686-2782,http://chung.com/
254,Jimmy Faulkner,mentor,Tech,7,0,0,marygreen@yahoo.com,675.748.2227,https://www.smith.com/
255,Daniel Taylor,investor,Finance,30,0,422282,owensstephanie@gmail.com,138-778-5441,http://graham.org/
256,Christine Nguyen,mentor,Finance,28,0,0,cjohnson@gmail.com,+1-115-456-8716,https://www.owens-parker.info/
257,Joseph Miller,investor,Tech,17,0,396629,myersmichelle@cunningham-andrews.com,+1-360-655-0199x0675,http://www.wade.biz/
258,Pamela Freeman,investor,E-commerce,16,0,146414,yhobbs@osborn.com,001-423-293-3406x2240,https://hurley.biz/
259,Jon Stout,investor,Education,17,0,160328,kara43@hotmail.com,+1-861-077-3379x9664,https://www.keller.biz/
260,Robyn Turner,mentor,AI,14,0,0,ybenson@montgomery.info,0433207756,https://collins.net/
261,Casey Castillo,investor,AI,11,0,13741,christopherellis@yahoo.com,922-739-5373,http://miller-pratt.biz/
262,Katie Montes,entrepreneur,E-commerce,24,69947,0,traceycoleman@yahoo.com,416.394.7809x2388,http://brown.org/
263,Mrs. Tracey Riley DDS,newbie,AI,0,0,0,jreed@stuart-bryan.net,001-169-221-9860,http://www.hernandez.info/
264,Steven Gonzalez,entrepreneur,AI,23,40959,0,williamsnicholas@yahoo.com,(606)360-7981,https://www.cobb.com/
265,Nicole Brown,investor,E-commerce,27,0,123765,kathleenday@white-smith.com,001-218-094-9034x4533,https://smith.com/
266,Dylan Walton,investor,Blockchain,26,0,154501,rebecca82@hotmail.com,(817)468-2247x37476,https://nichols-harvey.com/
267,Alicia Armstrong,investor,Education,8,0,333106,katie90@hotmail.com,001-386-216-2376x93523,http://www.glass-townsend.com/
268,Madison Rogers,mentor,Healthcare,27,0,0,adaniels@torres-flores.org,+1-716-973-6080,https://carter-goodwin.org/
269,Cassandra Prince,investor,Tech,22,0,349972,mlopez@gmail.com,947-430-5616x21045,https://johnson-henderson.info/
270,Megan Mendoza,investor,Tech,7,0,451778,gknox@yahoo.com,001-481-150-2444x51503,http://www.jefferson.com/
271,Joseph Coleman,entrepreneur,E-commerce,19,62770,0,helliott@lutz-lang.com,(432)295-0036x42835,https://mclaughlin.com/
272,David Drake,investor,Tech,4,0,149241,browncaroline@shelton.com,001-584-564-1063,https://www.hanna-meyer.com/
273,Michael Haynes,entrepreneur,E-commerce,11,5449,0,nicholas17@riley.com,+1-241-950-7431,http://larson.info/
274,Eric Roach,newbie,AI,0,0,0,gregory10@mccormick-estrada.biz,576-083-2396x574,https://www.gomez-castillo.com/
275,Mr. Scott Wang Jr.,mentor,Finance,13,0,0,bellcheryl@hotmail.com,366.113.2950x95911,http://leon.com/
276,Kelsey George,mentor,E-commerce,19,0,0,josephreyes@yahoo.com,001-685-701-1105,http://banks-black.com/
277,Tom Smith,mentor,Education,20,0,0,oliviahenry@gmail.com,(833)293-5537x0958,https://wilcox.com/
278,Jodi Austin,investor,Education,14,0,36373,crystalyoder@ball.info,+1-297-014-5804x07475,http://bentley-hammond.com/
279,Tara Davis,newbie,Healthcare,0,0,0,bowerscaitlyn@lyons.org,+1-779-213-5851,http://keller-smith.biz/
280,Alyssa Stanley,investor,Healthcare,13,0,278161,thomaskaren@marks-matthews.com,206-751-6304x0545,http://salas-parsons.biz/
281,Christopher Petty,newbie,Healthcare,0,0,0,popekathleen@gmail.com,+1-164-974-6424x36317,http://fischer.info/
282,Linda Lopez,entrepreneur,AI,5,69127,0,williamwashington@hotmail.com,+1-567-046-6779x039,http://www.king.org/
283,Tina Robbins,mentor,E-commerce,8,0,0,jeremy83@hotmail.com,284.270.8230x081,http://www.kelley.net/
284,Victoria Clark,investor,Tech,19,0,219260,lmartinez@hotmail.com,8095834583,http://www.stone-lynch.com/
285,Alexa Santos,mentor,Healthcare,25,0,0,dhart@hotmail.com,001-324-613-5328x93887,http://www.allen.com/
286,Debra George,newbie,E-commerce,0,0,0,chavezchristopher@hotmail.com,038.383.1215,http://ward-richards.com/
287,Emily Holden,investor,Tech,13,0,205017,christopher47@sparks-hernandez.com,(243)345-6606x80166,https://hall.info/
288,Nancy Brown,entrepreneur,Blockchain,1,22185,0,susanellison@hotmail.com,287.539.6454,https://www.gibbs.com/
289,Heather Olsen,mentor,E-commerce,17,0,0,swilliams@washington.com,958.535.7097x64842,http://www.ross-rowe.com/
290,Ashley Soto,investor,Tech,8,0,286186,clarkdustin@lewis-webb.org,958.086.8536x3687,http://www.rodriguez-turner.com/
291,Anthony Martin,investor,AI,21,0,179180,tjohnson@gmail.com,+1-380-976-1180x5068,http://www.taylor.info/
292,Leslie Fisher,newbie,Healthcare,0,0,0,uvasquez@hotmail.com,509-683-3270,https://www.hester.com/
293,Sheri Wallace,newbie,E-commerce,0,0,0,ksalazar@gmail.com,(940)888-8815x5312,http://www.white.com/
294,Kathy Miller,entrepreneur,Education,22,83951,0,karen11@hotmail.com,126-223-9240x527,https://riley.info/
295,Meghan Buck,investor,AI,15,0,212511,bretthunt@hotmail.com,7158211405,https://molina.com/
296,Cody Roberson,entrepreneur,AI,16,18170,0,diazmegan@sanchez-kennedy.biz,278.862.7392x806,https://www.casey-ortega.net/
297,Charles Davis,investor,Blockchain,17,0,448644,jesus99@hotmail.com,+1-455-870-3230x951,http://wang.com/
298,Stephanie Russo,investor,Finance,0,0,172078,amybrown@yahoo.com,174-319-0821,http://sheppard.biz/
299,Anthony Lopez,mentor,AI,12,0,0,ingramalexander@yahoo.com,001-223-934-0728,https://www.mclaughlin.org/
300,Seth Castro,mentor,Tech,1,0,0,willisruben@nguyen.org,+1-669-563-3871x0970,https://www.graham.com/
301,Christian Wilson,entrepreneur,E-commerce,18,36387,0,ocastillo@rodriguez-williams.org,(459)148-6226,https://holmes.biz/
302,Tracy Steele,mentor,Healthcare,25,0,0,ecastaneda@smith.net,001-972-045-0519,https://valentine.info/
303,Julie Adams,newbie,E-commerce,0,0,0,robert38@gmail.com,458.051.3785x54894,http://www.johnson.info/
304,Kimberly Shelton,mentor,AI,20,0,0,anthonygreen@yahoo.com,(736)693-0556x93895,http://www.krueger.com/
305,Amy Jackson,mentor,E-commerce,29,0,0,gomezjessica@gmail.com,193.480.0612x384,https://carson.com/
306,Michael Wells,investor,AI,3,0,200243,sarahmartin@hotmail.com,+1-309-235-8287x2652,http://www.robinson.info/
307,Rachel Kramer,newbie,AI,0,0,0,lisaparrish@robinson.com,+1-447-235-9563x9279,http://herman.org/
308,Christopher Parker MD,newbie,AI,0,0,0,owilliams@white.com,001-529-246-8695x1260,http://www.foster.com/
309,Matthew Sherman,mentor,Healthcare,1,0,0,sadams@booker.com,(869)947-5204x91262,https://wilson.com/
310,Taylor Lane,newbie,Education,0,0,0,jack82@gmail.com,+1-445-555-9018,http://www.weeks.biz/
311,Alexandra Mann,newbie,Tech,0,0,0,grice@gmail.com,+1-769-135-1964x68735,https://www.sloan.info/
312,Michael Davis,mentor,Blockchain,14,0,0,haroldpeterson@wright.biz,097.166.1161x6641,https://brooks.net/
313,Justin Brooks,newbie,Finance,0,0,0,gregory58@yahoo.com,793.734.8790x9150,https://www.jones-ruiz.net/
314,Nathan Freeman,investor,Education,19,0,332992,simpsonlorraine@kelley.com,001-142-244-2422x3935,https://robinson.info/
315,Kelly Swanson,investor,Healthcare,16,0,88815,lozanokarina@yahoo.com,+1-032-960-3367x59968,http://www.hopkins-drake.com/
316,Jason Howell,mentor,AI,17,0,0,jwilliams@mckee.com,6091189805,https://www.bailey-gutierrez.info/
317,Christopher Long,entrepreneur,Healthcare,16,31033,0,michaelsanchez@peterson.com,+1-542-837-5941x547,https://www.wagner.com/
318,Debbie Ramirez,entrepreneur,E-commerce,11,78214,0,chavezjimmy@james.com,5733001852,http://www.white.info/
319,Heather Hill,investor,Education,16,0,372425,dwayne73@yahoo.com,6692378106,http://ellis-harper.com/
320,Darrell Bell,investor,AI,10,0,45481,haley29@duncan-walker.org,963-615-6133,https://sanchez.com/
321,Duane Davis,newbie,Healthcare,0,0,0,wilsonbryan@stevens.com,(451)060-9956x002,https://meyer.biz/
322,David Parsons,mentor,Education,4,0,0,richard08@hotmail.com,788-040-0456x07997,https://garcia.com/
323,Katherine Mullins,newbie,AI,0,0,0,dlloyd@hotmail.com,(200)642-3859x1843,http://www.williamson.com/
324,Andrew Golden,entrepreneur,AI,9,93591,0,kkramer@gmail.com,696-293-8060x53388,http://www.sanchez-green.com/
325,Scott Davila,newbie,Finance,0,0,0,maria40@hotmail.com,912.554.9314x616,https://martinez.com/
326,Alex Sharp,entrepreneur,Healthcare,14,53880,0,melissaduran@gmail.com,(016)666-1202x46716,https://morgan-graves.biz/
327,Jacqueline Monroe,investor,Tech,10,0,18640,brian50@dodson.biz,899.699.1044x8168,https://www.livingston-kelley.com/
328,Joseph Gross,investor,Healthcare,3,0,243567,nsimon@allen-smith.com,001-556-910-3372x23320,https://www.davis.net/
329,Kenneth Wright,investor,Education,15,0,355846,connorscott@lewis.com,999.252.8715x43513,https://www.patel.com/
330,Christina Jones,investor,AI,26,0,491013,kathyrodriguez@johnson.com,123.009.5023,http://www.collins.net/
331,Jody Stephens,newbie,E-commerce,0,0,0,tschultz@hotmail.com,9279198534,http://salinas-davis.com/
332,Donald David,mentor,Blockchain,25,0,0,marygreen@gonzalez-gallagher.com,001-232-071-3342x980,http://clarke.com/
333,Megan Jones,newbie,AI,0,0,0,qwright@gmail.com,001-964-950-8341x18570,http://www.olson.com/
334,Jesse Reed,entrepreneur,Blockchain,9,36180,0,jeffery70@jennings.com,+1-821-969-5770x769,https://murphy.com/
335,Justin Olsen,newbie,Tech,0,0,0,tjohnson@moody.com,583-502-6296x38489,https://www.allen-quinn.com/
336,Kimberly Davis,newbie,Education,0,0,0,julie54@hotmail.com,(256)771-1162x436,http://www.brown.com/
337,Jenna Bryant,investor,Tech,13,0,73608,jacobvaughn@dean.biz,(117)729-9380x732,http://martin.com/
338,Matthew Ponce,newbie,E-commerce,0,0,0,idougherty@castillo-hoffman.org,931.074.9393x76675,https://macdonald.com/
339,Christian Harris,mentor,Healthcare,24,0,0,silvamarie@gmail.com,(196)236-4553x02403,http://www.cummings-wallace.org/
340,Caleb Robles,mentor,Tech,2,0,0,david93@yahoo.com,001-292-026-5726x341,https://www.campbell.com/
341,Erica Williams,newbie,Education,0,0,0,vsanchez@simpson.biz,219.718.1797x88233,https://www.jones.info/
342,Rachel Carter,investor,Finance,22,0,256897,tyler76@ramirez.com,2777693303,https://hill-alvarez.com/
343,Shelia Martin,mentor,Finance,25,0,0,kimberlywilson@farrell.com,(394)279-2691x77460,http://wilcox.com/
344,Reginald Shields,investor,Blockchain,15,0,116448,matthewfarley@greene-pena.com,6330492565,http://smith.net/
345,Adam Lam,mentor,Blockchain,20,0,0,jamesroberts@gmail.com,(070)619-0875x51840,https://perez-love.net/
346,Robin Mills,mentor,E-commerce,21,0,0,ryanwilson@hotmail.com,001-706-795-9607,http://taylor.info/
347,Paul Thompson,newbie,Finance,0,0,0,ywise@armstrong-taylor.com,(210)968-7027x822,https://www.smith.org/
348,Mia White,investor,Healthcare,20,0,241587,scottwilliams@hotmail.com,001-664-525-9456,https://www.johnson.com/
349,Andrea Walters,entrepreneur,Healthcare,18,91180,0,youngmichael@hotmail.com,(706)993-3450,https://www.kirby.com/
350,Michael Gonzalez,mentor,Healthcare,17,0,0,perezdaniel@hotmail.com,(664)878-5617x17746,http://www.park-gallegos.com/
351,Amanda Wright,mentor,AI,3,0,0,tylerhunter@gmail.com,526.629.6606x9361,http://wilson.biz/
352,Rachel Chen,mentor,Healthcare,5,0,0,carrvictoria@dominguez.com,562.043.5558x31340,http://www.franklin.com/
353,Tony Jordan,investor,Education,20,0,160336,mooreryan@garrison-green.com,(995)648-6219x5695,http://www.weiss.com/
354,Jessica White,investor,Education,26,0,317100,davisdiane@lozano.org,410-550-7570x23547,https://hale.com/
355,David Taylor,mentor,Healthcare,22,0,0,heather97@larson-perez.biz,4157010325,http://www.jimenez.info/
356,Dr. Patrick Olson MD,investor,Healthcare,11,0,392239,kevin06@gmail.com,+1-078-058-9088,https://aguilar.com/
357,Susan Brown,mentor,Healthcare,17,0,0,brandonmaldonado@hunt.com,(260)583-9977x90821,http://blair.com/
358,Tina Klein,mentor,Blockchain,1,0,0,crystalbrown@yahoo.com,1572396789,http://www.howell-lee.com/
359,Richard Obrien,investor,Education,26,0,294959,lisa98@rios-ellis.com,014.976.7573x21686,http://www.bruce.com/
360,Lisa Schultz,newbie,Healthcare,0,0,0,myoung@saunders.com,096-940-6898,http://www.farrell-hatfield.com/
361,Amanda Ramirez,investor,Blockchain,7,0,309526,tiffany57@gmail.com,(385)142-8257x3851,http://www.nelson.com/
362,Gregory Vargas,mentor,Finance,18,0,0,rsawyer@yahoo.com,+1-275-845-5852,http://murphy.com/
363,Michael Porter,newbie,Tech,0,0,0,dyerjason@callahan.com,050-568-4005x507,http://www.martinez.info/
364,Brittany Cook,mentor,Tech,5,0,0,jennifercook@reid.com,(922)963-2752x221,https://rivera.com/
365,Luke Nelson,investor,Education,4,0,184954,wchavez@gmail.com,692.919.9304,http://brewer.com/
366,Patricia Zavala,entrepreneur,Education,20,78349,0,allison47@hotmail.com,+1-375-325-5038,http://www.griffin.com/
367,Thomas Bond,investor,AI,5,0,329508,jensenmatthew@turner-rivera.com,001-309-549-6526,https://www.horne-hamilton.com/
368,Leslie Ortiz,newbie,Tech,0,0,0,stephanielewis@white.com,691-551-8388x447,https://allison-cameron.org/
369,Christopher Davis,mentor,Education,5,0,0,barrjoshua@gmail.com,589-001-6284x349,https://bennett.com/
370,Eric Henderson,entrepreneur,Tech,7,58869,0,lindsayanderson@santana-mitchell.com,558-162-3441,http://www.phillips.com/
371,John Morris,mentor,Finance,21,0,0,bstewart@garcia-thomas.biz,9514406481,http://www.monroe.biz/
372,Michael Sanchez,newbie,Education,0,0,0,mathewwhite@warren.com,001-841-304-3459x36263,http://dunn.com/
373,Garrett Glover,newbie,Tech,0,0,0,bmercado@gmail.com,4816455727,https://winters.net/
374,Mrs. Courtney Harrison,mentor,Healthcare,22,0,0,craigguzman@cole.com,874.931.8057x27937,http://www.sanchez.com/
375,Rebecca Martinez,entrepreneur,E-commerce,12,81199,0,franksharp@cooper.com,+1-708-768-2213x32299,https://www.swanson-moore.com/
376,Eric Mosley,newbie,Healthcare,0,0,0,zdiaz@hotmail.com,250-003-4974x0308,https://www.harrison.com/
377,Megan Jackson,newbie,Blockchain,0,0,0,amandalane@ramos.com,340-746-8886x5395,https://jones.biz/
378,Thomas Taylor,newbie,Tech,0,0,0,gcrawford@hotmail.com,+1-347-270-9936x6977,https://callahan-mills.com/
379,Stephanie Beard,mentor,Healthcare,28,0,0,stanleyamber@moore-trujillo.info,001-578-889-4650x25868,http://esparza-taylor.net/
380,Ana Jacobson,mentor,Education,20,0,0,ujones@miller.com,978-379-8923x71712,http://martinez.biz/
381,Natasha Blair,investor,AI,20,0,113452,jennifer48@winters.com,+1-135-047-3355x9261,https://www.wright-buck.com/
382,Juan Webster,newbie,Tech,0,0,0,odomstephen@gmail.com,001-733-115-5173,https://www.leach.biz/
383,Elizabeth Santos,mentor,Blockchain,23,0,0,ryan89@walters.com,740-336-0829,https://hernandez.com/
384,Katrina Harrell,mentor,Education,21,0,0,robertowalton@turner-sweeney.com,402-197-4210,https://cook-hamilton.com/
385,Justin Walker,mentor,E-commerce,16,0,0,susanorr@gmail.com,564.671.2057,https://www.james.net/
386,Ricky Robinson,mentor,Blockchain,1,0,0,brett00@davis-robles.com,001-963-597-8995x304,http://graves-fox.com/
387,Sara Higgins,newbie,E-commerce,0,0,0,johnnybaker@gmail.com,(734)307-7742x12732,https://www.kelly-estrada.com/
388,Larry Stafford,investor,AI,20,0,196540,fredjohnson@jensen.net,(324)708-2890,http://owens.info/
389,Cindy Myers,mentor,Finance,24,0,0,vjohnson@yahoo.com,001-274-263-3209x006,http://estrada.com/
390,Shawn Holland,newbie,Finance,0,0,0,codyjennings@jarvis.biz,215.578.7615,https://www.williams-brown.info/
391,David Bailey,newbie,Finance,0,0,0,erikaramirez@riley.com,(787)998-2199,http://brown.info/
392,Lydia Horton,newbie,Finance,0,0,0,brandigonzales@obrien.com,523-298-2710x665,https://www.vance-ramirez.biz/
393,Tonya Evans,investor,E-commerce,20,0,231747,jpope@gmail.com,266.652.4195,http://www.day-smith.biz/
394,Karen Fields,newbie,AI,0,0,0,michael62@hotmail.com,094.484.2467,https://www.anderson.com/
395,Tracy Wilkinson,investor,Healthcare,11,0,51268,perezerin@gmail.com,001-547-919-3261x81557,https://www.johnson-andrews.org/
396,Laura Smith,mentor,Education,25,0,0,wesley33@gmail.com,111.438.3140x83876,https://esparza-cooper.com/
397,Scott Jackson,newbie,E-commerce,0,0,0,mparker@luna.com,331.951.0375x388,https://www.hill.com/
398,Dr. Stephen Harvey III,newbie,Tech,0,0,0,tvargas@hotmail.com,251-648-3315,https://www.smith.com/
399,Shawn Perez,investor,E-commerce,6,0,377032,greennathaniel@jackson.biz,(987)300-1984x11755,https://gay.org/
400,Samantha Anderson,investor,Blockchain,20,0,417790,hendersondeborah@hotmail.com,725.091.7045x022,http://www.brown.biz/
401,Sherry Charles,mentor,Education,9,0,0,trodriguez@vazquez.com,230-989-2277x421,https://www.martinez-phillips.com/
402,Kevin Clark,mentor,Finance,18,0,0,kathleencole@green.net,087.744.2847x4158,https://www.wells.net/
403,Taylor Ramirez,entrepreneur,Education,5,37617,0,mary15@hansen.com,001-122-621-0434x5278,https://fernandez-allison.com/
404,Tiffany Anderson,mentor,E-commerce,8,0,0,jonathangraham@gonzalez.info,495.883.3418,https://frazier-smith.com/
405,Henry Gonzales,newbie,AI,0,0,0,mitchellpeter@reed-alvarez.com,916-652-4483,http://www.hancock.com/
406,Anthony Thomas,newbie,Tech,0,0,0,kalvarado@yahoo.com,601-482-7678x296,https://www.byrd.com/
407,Clarence Park,mentor,AI,16,0,0,ysanchez@gmail.com,(979)720-1761x1578,https://decker.net/
408,Isabella Brown,mentor,AI,14,0,0,pateldakota@lopez.biz,7896495990,http://williams-murphy.net/
409,Brandon Turner,entrepreneur,Finance,19,9904,0,arnolddarrell@hotmail.com,486.104.6418x61432,https://www.martin.com/
410,Nathaniel Durham,entrepreneur,Education,5,12939,0,kingdaniel@yahoo.com,(445)780-2600,http://www.garrett.com/
411,Jennifer Cain,newbie,AI,0,0,0,bdouglas@gmail.com,513.632.2347x73077,http://www.barnett.org/
412,Shannon Barker,newbie,E-commerce,0,0,0,pauljones@gmail.com,349.476.0326,https://wiley-valentine.net/
413,Christina Allen,mentor,AI,23,0,0,arthurli@smith.com,(079)100-8163x210,http://www.clayton.com/
414,Gabriel Moore,newbie,Healthcare,0,0,0,jacksonaaron@hotmail.com,001-855-048-3400,http://delgado.com/
415,William Owens,newbie,Healthcare,0,0,0,alexanderhopkins@molina.org,+1-016-842-1384x295,https://fleming.com/
416,Daniel Yang,mentor,Tech,5,0,0,cynthia57@hotmail.com,191.260.1944,https://houston.info/
417,Spencer Peters,entrepreneur,Tech,5,16989,0,murphymichele@yahoo.com,011-996-6000x591,https://bowers-ramos.com/
